,comment,num_likes
4586,일단 협력자는 대리고 나와야 하기 때문에 국제여론도 큰 편이죠 협력자들도 버리고 나온다면 나중에 협력을 요청할 때 안 좋은 인식도 그렇고 그 협력자들이 탈레반에 가담이라도 한다면 정보 세력도 다 세어 나가는 꼴이 되는지라,1
4587,빠져나와야 하는데 자기들 도왔던 사람들 두고 나오면 국제사회 여론이 안 좋아지니깐요,1
4588,자기들이 저질러놓고 다른 나라에 책임 전가,6
4589,무슬림 절대 반대입니다,12
4590,도망치는 걸 도와줘야 하냐 탈레반과 투쟁해라 도망자 난민들 절 데 반데,2
4591,솔직히 말해서 아프간 전쟁은 미국이 911테러를 보복하는 차원에서 진행했다가 발도 못 빼고 이렇게 된 것이 아닌가 그럼에도 불구하고 우리나라는 미국의 동맹국이라는 이유로 아프간에 1조 1190억 원을 유무상 지원했고 그중에서 무상 지원액은 6700억 원에 달했다 또한 우리나라를 도운 아프간인은 엄밀히 말하면 우리나라가 아프간을 지원하기 위한 사업에 참여한 자들이다 미국이 계속 이런 식으로 하면서 한국전쟁을 도와준 대가의 몇 배의 이득을 보고 있다고 생각하는데 우리나라는 미국의 동맹국으로서 그동안 할 만큼 했다고 본다 용산 미국기지를 형편없이 사용하고 반납한 것에 대해서 미국이 책임을 다하지 않는 상황에서 우리 국민의 세금으로 20조 원을 들여서 만들어준 평택 미군 기지에 아프간 난민을 수용하려는 계획에 대해서 단호히 반대한다 ,2
4592, 0 33 너희들이나 가 잡수세요 너네 나라로 가,0
4593,일본과 화해하고 일본에 지원금을 줘서 우리가 도와야 될 난민들을 일본이 대신 수용할 수 있도록 하자 ,3
4594,저 사람들 데리고 오면 백 프로 저것들 무슬림 종교 그 특징 갖고 설친다 백 프로 코로나 더 심해져서 자영업자나 내수가 박살 나면 너희들 책임질래 지금도 곡소리 나오는데 거기다 무슬림까지 끌어들여 세금 날리고 코로나 심해지고 여론 들끓고 잘 생각해라 진짜 들고 일어나서서 털기 전에 좀 처신 잘해라 저 종교건 자체가 규율을 어기는 애들인데 그 나라의 법도 생까고 자기들 꼴리는 대로 하기에 다른 나라도 생까고 있는데 왜 이 나라만 발 벗고 나서려고 쇼하고 있노,0
4595,아프간 난민 절대 반대이며 국내에 있는 이슬람 난민들 추방하자 저들이 있어야 할 곳은 탈레반 반군이 있는 곳이다 가족들 데려오라고 헛소리 말고 너네가 가서 가족과 나라를 지켜라,9
4596,난민이든 외국인이든 입국 좀 시키지 마라 안 그래도 개념 없는 인간들 때문에 힘든데 난민들 오면 범죄에 코로나에 테러에 자 국민 다 죽이려고 작정 한 거냐,8
4597,그냥 검토만 하고 받아들이지는 말자 난 이슬람 싫다 미군은 아프간을 위해서 싸웠는데 아프간 군인들은 싸울 생각도 안 했다면서 우리가 도와주면 우리가 도운 게 아니라 이슬람의 신이 도운 거라고 하겠지 근데 미얀마는 도우고 싶다,48
4598, 협력자분들에 대해서 검토를 하는 거라는데 님께서 영상을 제대로 안 보신 모양이셨는가 봅니다,0
4599,미군 기지에 한 발짝도 못 나오게 하고 나오면 잡아다가 바로 아프간으로 소환 미군이 난민 버리면 우리도 내보내야 함,0
4600,아 북한 눈치 없네 이럴 때 핵도발 한 번만 해주면 난민들이 한국 오네 마네 얘기 싹 들어갈 텐데,16
4601,지금 아프간에서는 반 텔리 반이 결사 항전하고 있는데 노약자나 어린이도 아니고 젊은 청년들이 나라를 버리고 난민이 되려고 하네 노력과 책임은 회피하고 과실만 바라는 그들을 quot 왜 quot 책임져야 하나 우리나라 어떤 집단들과 다를 바가 없도다 잠시가 영원히 되는 거지 나중에 누가 책임질까,6
4602,인구도 줄고 있는데 난민 받아들이는 거 꼭 우려할 만한 일은 아니라고 본다 ,0
4603,인류는 종교적 갈등이 늘 전쟁을 불렀죠 그중 이슬람이 제일 심각하죠 자국민을 죽일 만큼 우리가 누굴 인도할 깜이나 되나요 ,21
4604,이 작은 나라에 어려운 국민들도 많은데 거기에 수없이 오는 탈북민들 동남아 등지에서 이주해오는 여자들 다문화가정에 외국인 노동자들에 불법체류자들도 감당 안 되면서 그만 좀 합시다 이슬람이 얼마나 무서운 종교인 줄 알면 받아들이자는 얘기 못할 텐데요,26
4605,한국 문화에 융합이 가능하면 괜찮은데 이슬람교 쪽 이 그런 게 제일 안되지 않나 ,94
4606,무슬림은 어디 데려다 놔도 섞이지 않음 신라 고려 조선 때도 있었는데 사라진 이유가 조선 세종 때 무슬림이 너무 커졌는데 국민으로 흡수되지 않고 따로 놀면서 당시에 많은 사회적 문제를 야기해서 없애버렸어요 역사적으로 있었던 일,6
4607,유럽 호주의 난민 범죄 대부분이 이슬람임,1
4608,우리나라 개독들도 다른 문화 가지고 날뛰는 중인데 이슬람이면 진짜 융합 불가능이라고 봐야죠 지금 소수라 조용하지만 숫자 늘어나면 감당 못함 유럽에서도 숫자 늘어나니까 난리도 아니에요 동남아 인도 쪽도 그렇고 ,1
4609,당장 유럽에서 저지른 짓들만 봐도 ,2
4610,되는척하면서 통수를 치죠 기독교랑 동일한 수준임 뿌리가 같음 ,5
4611,난민 수용 여론이 안 좋으니까 미국과는 별개로 우리 사업과 관련된 아프간인들 데려온다는 식으로 준정부가 거짓말하는 것 같네요 이명박 정권이 대운하 사업 여론이 안 좋으니까 4 대 강 사업이라는 이름만 살짝 바꿔서 한 것처럼 말이죠 데려온다는 아프간인들이 사실은 미국 측의 난민이면서 저렇게 거짓말하는 것 같습니다 교묘한 말장난으로 국민을 속이지 말라 ,5
4612,왜 데리고 오나 자기 일한 건데,0
4613,국내 유입만은 반대,0
4614,아니 그래서 한국인이냐고,0
4615,남의 나라 와서 적응 못하고 사원이나 세우고 너희들끼리 놀라면 다시가라 짜증 난다,9
4616,저 사람들 입장은 이해가 되나 이해만 될 뿐 받지 않았으면 좋겠다 솔직히 겁난다 자국 내에서 민간인들을 대상으로 테러 자신들 커뮤니티에서 특정인 사냥 후 처형하거나 하는 일이 일어날까 봐 무섭다 한국에 들어와서 살수 있는 외국인은 탈북자든 조선족이든 무슬림이든 상관없이 본인이 원해서 노력해서 적응하면서 사고방식을 한국에 맞게 세팅된 시민권 딴 사람이어야 하지 한국 기준으로 과격한 곳에서 다른 사고방식을 가지고 있는 사람이 적응하려는 노력을 필요로 하지 않아도 살수 있다면 큰 문제가 생길 수 있다고 생각된다 ,0
4617,이슬람 난민의 요구는 끝도 없고 뻔뻔해,14
4618,난민은 어느 정도 수용하고 전국에 있는 불제자들을 모두 잡아들여 추방해야지 그놈들은 우리나라에 대한 애국심이 없는데 난민들은 어려울 때 도와줬다고 최소한의 애국심은 생긴다 대대적인 불제자 검거에 들어가라 ,0
4619,미국이 수십 년 동안 도와줬는데도 구제가 안되면 아예 안 도와주는 게 정답인 거다 만약 이들을 도와줬다가는 한도 끝도 없을 거다,271
4620,아프간 난민 수용 찬반 설문조사하시고 5면 원 챙겨가세요 제 H널클릭,1
4621,아니 씨발 내국인 먼저 챙기라고,0
4622,아니 우릴 도왔다고 MBC 뭐 이래 누가 누굴 도와 우리가 도와주는 사업을 도운 거겠지 시발 제발 뇌에 가락국 수채 우지 말자 ,2
4623,전부다 반대네 난 최소한이라도 받아줬으면 한다 어디 가서 살겠나 ,1
4624,그리고 전국에 퍼져있는 불제자들 모두 잡아들여라 코로나 방역 문제 범죄 문제 마약 대포차 국부유출 문제 사회문제가 심각하다 불제자 고용주 사업주 농장주 어업자 소개소 모두 처벌하는 법 개정하고 불제자들 모두 잡아들여 추방해라 ,8
4625,범죄자 천국 대한민국에서 그렇게 할까요,1
4626,전쟁 없이 아프간을 장악한 탈레반은 아프간 모든 부족의 리더가 승인한 합법적 정부이다 이슬람이나 천주교나 불교나 힌두교는 종교 강요 없다 반면 South Korea 개신교는 교회 세습에 타 종교에 불신지옥을 외치다 탈레반에 참수되었고 군 면제 이명박 장로로 매관매직을 했고 대국민 사기극 범죄를 덮기 위해 사정기관 동원 전 세계 농락한 쿠데타 딸년이 자 3권 분립 파괴한 비선 실세 꼭두각시 박근혜를 지원했다 ,1
4627,검토만 해 검토만,0
4628,저번에 제주도로 들어온 거짓 난민들도 당장 추방해라,99
4629, 백 병 원폭 8 나라가 쳐 망했다며 제주도가 망했다며 우리나라 이슬람 국가 됐다며 가짜 뉴스 쳐 퍼뜨리면서 어디서 제가 잘난 척이냐 개 미개한 것들아,0
4630, 눈 누난 나 뭘 그냥 거짓 난민이라 해놨구먼 망상 처해서 글 싸지르네,0
4631, 눈 누난 나 제주도 예멘 무슬림 난민이 여중생 성폭행했다가 걸려서 쫓겨난 건 어떻게 생각이세요 한국말 하는 아프가니스탄 선생,5
4632,세뇌됐네 제주도 시리아 애들 몇 사고 없이 그냥 살고 있는데 개판이 됐다는 둥 나라가 망했다는 둥 너 사람 새끼 맞으세요 의문이 드네 ,3
4633,우리나라를 도움을 준 사람은 데려오지요,0
4634,지금도 한국에 이슬람 사원 만들겠다고 난리인데 데리고 오는 순간 한 국가 안에 두 개 국가가 생기겠네 아이고 ,49
4635, 룬제 결사반대 그걸 필두로 세력 확장 기존 주민 재산권 피해는 누가 책임짐 ,0
4636, 룬제 댓글 그대로입니다 예배를 하기 위한 순수 종교적인 장소면 모르겠지만 이슬람 원리주의자들의 쿠란과 샤리아의 해석에 따르면 기존 국가들을 무너뜨리고 이슬람 국가를 세우는 게 목표입니다 즉 이슬람 사원을 세우는 건 그 목표의 일환인 거죠,1
4637,왜 이슬람 사원을 만들면 안 되는 건가요,0
4638,말만 바꾼 거잖아,0
4639,한국에 와있거나 한국에 협력한 자와 그 가족들은 수용하자 심사 철저히 해라,0
4640,미쳤네 뭘 수용 검토하고 있어 딱 잘라 안된다 해라 우리나라 세금으로 아프간 재건 도와주고 군인들 파병한 것도 짜증 나는데 뭔 개소리냐 절대 데려오지 마라 저 사람들 받아주면 지네 가족들도 받아 달라 하겠지 국민들은 이럴 때 가만있음 절대 안된다 뭉쳐서 시위라도 해야 한다 결사반대 우리나라에 있는 불법 체류자 즉시 추방하고 중국인 외국인 부동산 보유 금지 이민자 앞으로 받지 마라 그 돈으로 대대손손 살아온 우리 국민들한테나 잘해라,37
4641,미국이 일본의 혐한들이 혐한을 못하게 되고 반이슬람 하게 되며 재일 동포들에게만 헤이트 스피치를 못하게 되고 아프가니스탄 난민들에게만 헤이트 스피치 하게 되게끔 아프가니스탄 난민들을 일본으로만 보내게 돼야 합니다 ,11
4642, 댓글로 구독자 100면 찍기 일본도 힘들겠지만 일본이 미국의 말을 듣기 때문에 일본만 미국의 부탁을 들을 수밖에 없게 될 것임,0
4643,일본도 힘듦,0
4644,아프간 놈들은 도와달라고 말할 자격도 없는 놈들임 차라리 미얀마를 돕고 미얀마 사람들을 난민으로 받아라 아프간 놈들은 게으르고 책임감 없이 가족과 나라를 버리고 도망쳐 선진국 가서 편하게 혜택받으며 편하게 먹고 살 생각만 하는 개돼지 세기들이다 ,0
4645,자국민이나 구해라 꼴값들 떨고 있네,1
4646,사원 계속 만드는데 거부감 듭니다 ,9
4647,아프간 친구들 우리도 지금 독재정치하고 있어 ,0
4648,새끼 한국 힘없어 미국이 까라면 까라는 거,0
4649,우리를 도와주면 우리도 도와야 한다,0
4650,지랄 마지랄 마지랄 마지랄 마 한국은 민족주의 국가다 외니 자들 챙겨줄 건 없다 우리나라가 외국 나가서 빠듯하게 돈 벌어오며 죽어나갈 땐 아무도 신경 안 쓴 벌레 목숨이었다,0
4651,도망 오지 말고 너희 자신들의 나라를 위해서 싸워주길 바란다 왜 나라를 저버리려고 하냐 어떻게든 목숨 걸고 지켜야 되는 거 아니냐 애국심은 어디다 팔아먹은 거냐,124
4652, 딱 봐도 지금 나라 꼴 보면 애국자는 얼어 죽을 살아있는 영웅들도 찬밥 대우하는 마당에 국군장병들 대우하는 것부터가 잘못되었는데 무슨 감성팔이 성인지 감수성은 몇억이 나오고 나라 지키다가 평생을 장애인으로 지내야 하는 사람은 몇천만 원이 전부인데 이게 말이 되냐 지금도 언제 전쟁터 질지도 모르는 마당에 계속 부당한 대우하는 건 똑같잖아 이게 애국자냐 의무적으로 병역이 행하는 사람만 병신 취급하다 못해 군 병역이행도 인제는 인정도 못 받는 마당에 무슨 군대를 가냐 말이 의무적이지 가도 남들 다 일할 때 국군의무를 이행해도 돌아와도 사회는 국군장병보다 일 하루라도 더한 경력직을 우선 군으로 고용하지 그리고 애국자라면 지금도 북한 중국 뒷바라지하는 지금 상황을 이해하고 넘어가 주는 게 맞는 말이냐 북한 도발하는데도 유감만 표현해 쌀을 줘 지원금을 줘 천안함 사태도 해결 못해 연평도는 포격도 발 당해 참수리호 격침사건도 있어 틈만 나면 미사일 도발해 오죽하면 북한도 만만하게 보니까 도발도 수십 번이나 하지,0
4653, 나간 리볼버 mk 39 그 사람들이 대단한 거지 도망가는 사람이 쓰레기인 건 절대 아님 전쟁 났을 때 도망 안 가고 계속 저항한 사람만 애국자 면 한국인에는 애국자가 얼마나 없는 거임 생각을 똑바로 하세요,0
4654, 응 싸움 못해도 도망은 안가,0
4655,한국인도 전쟁 났을 때 도망 존나 다녔었는데 한국인이 할 말임 그리고 저 상황에서 싸우고 자빠졌음 닌 애국심 있으면 저 상황에서도 싸울 거임 ,0
4656, 룬제 우리 조상도 목숨 걸고 싸웠다 죽음이 무서워서 나라 버리는 것들을 왜 품어 ,0
4657,자국민이 굶어 죽게 생겼는데 누굴 챙기겠다고,0
4658,한국군에 협조한 난민들 데려와야 합니다,0
4659,노노 절대로 안 됩니다 왜 도망만 다니냐고요 너희 나라 자유는 너희가 직접 지키라고요 미국도 이상하네 왜 난민들을 실어 나르냐고요 저항해서 탈레반으로부터 자신들의 자유를 탈환하도록 도와야지요 ,51
4660,미국이 이상한 게 아니라 정의로운 거지 초강대국 다운 면모를 보여주는 거고 한국은 아직 선진국이 되려면 미국 발톱 때만큼도 못 따라간다는 거지,0
4661,목숨이 위협받는 상황이라면 도와줘야 하지 않을까요 함흥 철수 때 미군이 민간인을 구했고 6 25 때 생면부지 외국 나라가 우리를 도왔는데 ,0
4662,솔직히 끝까지 싸우고 있는 미얀마인이면 도와줄 수 있다고 생각함 하지만 아프간 난민은 아님,0
4663,흥남철수 아닌가요,0
4664,우리는 그래도 나라를 지키기 위해 총을 들고 싸운 나라다 어디다가 같다 대,1
4665,이슬람 종교는 이해가 힘듦,4
4666,저게 바로 이슬람의 생각인 거다 본인 나라 위해 한 일을 되려 한국을 도왔다고 착각하고 권리 주장하는 뻔뻔함 게다가 본인들은 손가락 하나 희생 안 하려 처자식 버리고 도망 나오고 소인배의 정신인 거지,192
4667,무슬림 대깨문,0
4668,무슬림 종특,14
4669,자원이 풍부한 아프간에 난민을 데려오면 예상치 못한 테러가 증가되는 것 이외에 아프간에 탈레반 정권을 인정하지 않는 거와 같다 결국 모든 난민은 미국으로 가야 한다 일본은 이미 자국에 협력 아프 카인을 군용기로 데려왔고 중국에 이어 탈레반 정부 승인하기 위해 눈치를 본다 난민은 거부하고 군용기로 8월 말까지 정부기관에 협력한 아프 카인을 데려오지 않으면 상황 대처가 복잡해질 것이다,1
4670,이슬람은 다른 인종의 문화를 존중하지 않는다 협력이 아니라 자기 나라에 사업하는 나라 사람들 돕는 것은 당연한 것이다 ,53
4671, 은정 강 재밌구나 네가 할 소리가 싶다 좋은 하루,0
4672, waitingforapril 너는 미국인가 보네 나는 필리핀 살아 하여튼 타국에서 고국 걱정 적당히 하고 니나 잘하세요 하자 ,0
4673, waitingforapril 응 밥 맛있게 먹어 넌 저녁이겠네 나도 아침 먹는 중,0
4674, 은정 강 너 걱정이나 해 나 밥 먹으러 간다 ,0
4675, waitingforapril 그래 그렇게 짧게 한마디로 인정하고 살아 사람 소리로,0
4676,진짜 민폐 민족이다 남의 나라 와서 이래라저래라 잠재적인 테러리스트이다 이 사람들 범죄 저지르면 무조건 추방시켜라 사람들이 양심이 있어야지,4
4677,거기다가 코로나까지 퍼트리고 다니면 끝장나는 거죠 마스크도 안 쓰고 다니는 걸 당연하게 여길 텐데 여자들 히잡은 쓰게 해도,2
4678,정의당 그년이 ,0
4679,극성스러운 기독교 이슬람교가 국내서 자기들끼리 하면 자국민만 피해본다,0
4680,구해서 다른 이슬람 국가로 보내고 정착 지원해주는 게 좋을 듯,5
4681,이것도 대안이지 도와주는 거고,1
4682,한국을 도운 거냐 자기들이 돈 받고 일한 거지,0
4683,이슬람 국가 될 거냐 쟤들이 알라 포기할까 헌다 개 슬럼과 어울리지 마라,0
4684,쥘대 반대합니다 우리 땅에 와서 자기 종교만 강요하는 이런 사람들 진짜 싫어요 이런 사람들에게 우리 세금을 투자하지 말고 우리 고아원 시설에 있던 아이들이 사회에 나왔을 태 도움이 되게 하는 시스템이나 만들어라,27
4685,반텔레반 지금 싸우고 있구먼 난민들도 도망가지 말고 돌아가 같이 싸워라 겁쟁이 자식들아,2
4686,협력이 아니라 자기들 밥 먹고살려고 일을 한 거지 그걸 협력 포장 인도주의적 코스프레 적당히 해라 나도 미군 기지가 서 보수공사 하루 막노동 하면 협력자냐 별걸 다 가져다가 쑈좀하지마 역겨워 선거 잘못해서 재앙이 180년간 가네 ,0
4687,독립투사 고려인들 2세 3세는 왜 안 받냐 한민족인데 이런 난민들의 가족까지 우리가 책임지는 게 말이 되냐 정말 한심하다 대한민국,42
4688, hk sim 너네 집에 잘 모시면 되겠네 꾸란 율법도 따르고 ,0
4689,재외동포법 4세까지 받아주는데 개소리하지 마세요,0
4690,김성용 국적 같은 소리 외국인 취급받고 산다 너 어디 나라 사람이니 한국인을 가장한 이슬람인아 알라신에게 기도나 해라 여기에 악플 달 시간에 너네 신은 뭐 하길래 350만 명도 구원 못하냐 신이 맞냐 그리고 고려인 아프간인들과 비교하는 것 자체가 기분 나쁘다 네 같은 매국 놈이 있어서 나라가 이 모양이지 모조리 고려인들을 찾아와야지 그렇게 될 거고 지켜보라 하나님이 어떠하신 분인지,2
4691,4세대까지 다 한국 국적 준다 모르냐 모르면 입 닫아라,0
4692,자기들이 뭔데 수용 검토를 하고 이어 검토를 하는 건 국민이 해야지,39
4693,네가 뭔 말하는지는 알겠는데 국민이 뽑은 대표잖아 아케,0
4694,말으 바로 해야죠 아프간을 도와준 건데 우리가 도와 달라 했어,123
4695,이슬람은 국내법을 지키지 않습니다 그들의 율법이 법위에 있어서 타국의 법은 무시하는 무리들이라 난민 입국은 반대합니다 제주도에서 한번 경험했고 여러 곳에서 사원 짓는다며 문제 일으키고 있습니다 종교 때문에 많은 사람을 죽이는 전쟁도 하고 자폭테러도 하는 종교입니다 우리나라 법의 법이 이슬람 율법보다 우위에 있을 수 있을까요 ,1741
4696, dmgjgj 세금이나 내면서 말하세요 ,0
4697, 풀그림 기독교는 독립운동한 공로가 있지 공산화 막는데도 도움이 되었고,0
4698, 김일권 누구 너 님 깨달음을 어든 겨,0
4699, 박정희 장군 무식한 것들은 어디 가나 무식하지 ,0
4700, 낙지 자폭테러 대신에 폭탄을 쏟아붓고 그러한 행위를 축복하잖아 ,0
4701,조건부를 설치해라 종교행위는 할 수 없다,6
4702,종교에 관한 조건은 지켜지지 않을걸요 ,0
4703,주둔하면 주둔한다고 난리 철수하니 또 철수한다고 난리 천조국답게 난민들 전부 미국으로 데려와라 여기 땅 넓다 기본 영주권 시민권 부여 정부 보조금에 주택도 지원되겠네 직업도 알선해줄 거고 소말리아 난민 출신 상원 의원도 하고 하원의원도 하는데 아주 미국 말아먹을 기세다 난민들 모두 미국으로 ,0
4704,여자만 받아주자,1
4705,한국 전 국민이 반대입니다 현 정부는 월북한 우리 북한 사람들도 다시 돌려보냈다 또 못 오게 법을 만들었다고 안다 그런데 만약 이질적인 이슬람권 무슬림 난민을 받아준다면 극심한 반발 또 큰 사회적 불란으로 현 정부 문재인 정부와 정치인들에게 큰 책임과 불 이 떨어질 것이다 잘 생각 신중히 검토하고 받지 말아야 한다 왜냐면 이제 곧 내년 3월 19일 대통령 선거때 큰 영향을 입을 것이다 또 문재인 대통령께서 임기가 끝나면 탄핵한다고 난리 법석 요지경 속 별 별 흠짐 또 부정부패한 것 검찰 청에 고발 고소할 것이 뻔 한일 이제껏 전 대통령들 거의 감방 신센데 이 문제 냉정하게 처리해야 불난 이 일어나지 않도록 해야 할 것 알아서 하세요들 ,10
4706,월북이요 ,0
4707,곧 들이닥치겠네 ᆢ,0
4708,우린 북한 난민을 적극적으로 받고 있고 앞으로 계속될 것이기에 다른 나라까지는 어렵다,45
4709, 오하우 그냥 넘어 가요 이슬람이라 놀랐나 봅니다,0
4710,난독증 있어요 북한 난민이라니,0
4711,난민 받아서 잘 된 나라가 어디 있나요 저는 호주에 사는 교민인데 여기 범죄 8할은 무슬림들입니다 난민 받을 돈으로 자국의 불후한 이웃이나 도움을 드립시다,159
4712, 조치원 123 너네 집 안방에 수용할 자신 없으면 아가리 좀 해라 개화 나네,0
4713,조치원 123 한국은 난민 안 받는 것처럼 선동하네 ,2
4714, 조치원 123 그럼 너희 집에다가 수용해라 난 싫으니까,2
4715, 조치원 123 그래서 뭐 난민을 받자고 하시는 건가요 난민 받아서 잘 된 나라는 하나도 없음,0
4716,한국을 제외한 모든 잘 된 나라는 난민을 받습니다 ,0
4717,검토가 아니라 하겠다고 해야지,1
4718,아프간 자국 회사 다닌 사람 아니면 다 구조해야 되네,20
4719,협력 협력 진짜 우리가 무슨 무보수로 하서 걔네들이 자원봉사 한 거냐 언제까지 정 예의에 휘둘릴 건데 우리나라가 실질적으로 선진국 자격이 없는 이유다 늘어가는 건 꼰대 국가들이고 예의지국 뿌리부터 없애야 돼 진짜 ,12
4720, 김정우 네가 눈치 보던 학창시절 얘기하는 게 아닌데 왜 ptsd 오냐 경제협력 동맹국 이런 거 왜 하는지 이해도 못 하지,1
4721,국제 사회가 보고 있으니까 최소한의 도리는 하는 게 맞는 거임,0
4722,당연한 일이지만 우리나라는 북한에서 탈출하는 분들 계속 거의 혼자 받아 들여야 하는데 벌써 몇만이 될 테고 앞으로도 몇십만이 될지 몇백만이 될지도 모를 일 땅 크고 여유 있고 비슷한 생각을 가진 나라들이 받아들이는 게 당연한 듯 정말 꼭 도와야 할 사람들 엄밀히 따져서 도와야 하겠지만 기회주의자들 비열한 자들은 무조건 빼고 ,26
4723,일단 한국어 되는 사람 색출해봐 문제 생겨도 의사소통이 돼야지 해결하지,2
4724,한국 도왔다고 신변의 위협받았다 그걸 믿다니 ,33
4725,아프간 난민들은 모조리 난민의 아버지 정우성하고 김미화 강성범 김제동 집에서 사이좋게 나눠서 수용하기로 결정됨 ,0
4726,데려오지 마라 그 안에 테러리스트 있으면 어쩔 ,9
4727,알라 계샛기 하면 함 생각해봄,0
4728,갈 곳 없는 아프간인 중 한국을 도왔다면 인도주의적 차원서는 받아들일 수는 있지만 문제는 이슬람교가 문제인 것 같다 그들의 종교대로라면 나는 그리스도인이기 때문에 그들은 나를 어떻게 대할까 코란에는 뭐라고 씌어 있나 내가 알기로는 중동인들 중에도 예수님을 믿는 사람들도 많다는 것을 보았고 들었다 아 나는 어떻게 해야 될까 원수까지도 사랑하라는 예수님의 말씀을 지켜야 하는데 만약 입장 바꿔 생각하면 분명 도와주어야 하는데 국민 여러분 어떻게 하면 좋겠습니까 ,1
4729,우리가 뭔 도움을 받아 이슬람 사원 짓지 마라 난민 받아야 한다면 조선시대 이슬람 규제 법 부활시켜라,232
4730, 더 폴 설문조사 앱 넌 또 뭐냐 여기저기 댓글이고,0
4731,아프간 난민 수용 찬반 설문조사하시고 5면 원 챙겨가세요 제 H널클릭,0
4732,미국 앞잡이 노릇하지 마라 테러 당하고 죽네 사네 하지 말고,1
4733, 너희 이재명이 난민 받고 싶어 하던데,0
4734,바이든이 아프가니스탄을 탈레반에게 거저 넘겨줬네 노망든 영감탱구 도망간 아프간 전 대통령과 똑같은 인간 ,1
4735,인간적으로 돕는 건 좋지만 그들의 종교와 관습이 우리 사회와 충돌이 생겨 문제가 발생하는 건 반대합니다 ,1069
4736,공감 ,0
4737, Inflation Protection 한국이 심하기보단 일베들의 여론 플레이임 자기들끼리 커뮤니티 게시판에 이상한 거 올리고 혐오 조장해서 자기들끼리 세뇌당하면서 관련 유튜브 영상 기사들 보면 바퀴벌레처럼 들이대서 혐오 조장하는 거예요 페미들 쭉빵카페처럼,0
4738,한국 사람들이 미국 인종차별 심하다고 하는데 내가 볼 땐 댓글 보면 겉으로 표현만 안 하지 속마음은 한국이 훨씬 심함 미국 시민들은 미국도 운 아프간인들 내버려 두고 왔다고 정부 비판하고 난리인데 한국은 한국 정부 도운 아프간 난민을 우리가 왜 받냐고 난리 나도 반대하긴 함 ,2
4739, 눈 누난 나 그러면 난민 수용 반대하는 사람 다 일베라는 거네 말이 되는 소리를 해야지,0
4740, 눈 누난 나 아 이제 말조심해야겠네 본인이랑 다른 의견 내면 무조건 일베 몰아가는 거 본인의 개 같은 심증만 가지고 얘기하는 거 개역 겨움,0
4741,난민들을 불러와 농어촌에 일을 할 수 있도록 해주는 건 어떨까요,0
4742,쟤네들은 우리 일반 상식 수준으로 생각하면 안 됩니다 기본 교육도 못 받아서 자기들 언어 글자도 몰라요 미군이 아프간 정부군 훈련시키는 거 보셨나요 쟤들 데려와도 아무 일도 못 시킵니다,2
4743, 점심도 공짜는 없다는데 자유를 거저 이 먹으려 하네 너희 주변 이슬람형제들한테 가세요 제발 같은 종교에 문화권에 얼마나 살기 좋음 ,12
4744,한국 도운 협력자들 한국 사업에 참여했던 아프간인들 애매한 표현을 써서 국민을 속이기 위해 수작을 부리네요 이뿐 아니라 한국에 거주하는 아프간인들이 친인척 전부 한국으로 데려와 달라고 여론전 시작했어요 여기에 인권 파리 시민단체가 들러붙을 텐데 걱정입니다 그런데 알아야 할 건 무슬림은 이슬람법인 샤리아를 국내법보다 우선적으로 두어요 이들이 소수파 일 때는 문제가 별로 없는데 숫자가 점점 많아지면 국내법을 무시하고 샤리아법을 주장하면서 사회적 혼란을 야기합니다 이게 뭐냐면 사회와 동화가 안되고 무슬림만의 국가를 국내에서 만들어 가는 거예요 정치 문화 가치관 사회적 면에서 충돌이 발생할 수밖에 없어요 미래 세대에 부담을 지우는 겁니다 ,3
4745,대구에 어느 지역은 이슬람 사원 짓는다고 주민들하고 싸우고 난리도 아니다 절대로 받아서는 안된다 이슬람은 우리나라 정서와 사상과는 절대로 공존할 수 없는 것이다,569
4746, j h park 불교 천주교 기독교는 다 외세랑 싸우거나 독립운동할 때 활동한 종교임 이슬람은 비교 불가지,0
4747, 초록빛 러브송 전라도에 보내야지 같은 외국인들끼리 ,0
4748,아무리 개신교가 싫다지만 개신교랑 이슬람교를 동선에서 보는 새끼는 대가리에 문제가 있는 거냐 저런 새끼가 있으니 나라가 쳐 망하지,1
4749, 초록빛 러브송 웃기고 있네,0
4750, 공백 느그에미가 박근혜겠지 대구 사람인데 박근혜 뽑지도 않았구먼,0
4751,미국 외 여러 나라가 아무 도움 안 됐고 또 특히 자기 종교 외에 무조건 안된다는 인간들인데 남에 나라 와서 무슨 헹페 부릴러고 저들은 구해주 먼 보따리 내놓으라고 할 인가들이다 첨부터 싹을잘라야 한다,16
4752,지금 한국에 와있는 아프간인들이 자기네 가족까지 구해달라고 떼를 쓰고 있어요,0
4753,그걸 쟤들이 공짜로 도왔냐 웃기는 개소리할 거면 저것들도 전부 추방해라 난민 도망자 새끼들이 무슨 난민이냐 그렇게 걱정되면 너희들 나라로 돌아가서 탈레반을 몰아내면 되는 거 아냐 왜 남의 나라에 도와달라고 빌붙냐 너희들이 싸워서 탈레반을 몰아내라 무기 정도는 지원해줄 테니,27
4754,저들의 종교의식이 문제야 저쪽 애들은 종교 때문에 살인을 하고 야만적인 행동을 하잖아 이 땅에 오는 순간 훗날 난동을 부리겠지 한국 여성들 밤거리 어떻게 다니냐 ,4
